date,temperature_2m,relative_humidity_2m,precipitation,pressure_msl,cloud_cover,wind_speed_10m
2024-05-25 03:00:00+00:00,17.654688,17.654688,17.654688,17.654688,17.654688,17.654688
2024-05-25 04:00:00+00:00,17.58481,17.58481,17.58481,17.58481,17.58481,17.58481
2024-05-25 05:00:00+00:00,18.03237,18.03237,18.03237,18.03237,18.03237,18.03237
2024-05-25 06:00:00+00:00,18.043148,18.043148,18.043148,18.043148,18.043148,18.043148
2024-05-25 07:00:00+00:00,17.555307,17.555307,17.555307,17.555307,17.555307,17.555307
2024-05-25 08:00:00+00:00,16.746773,16.746773,16.746773,16.746773,16.746773,16.746773
2024-05-25 09:00:00+00:00,16.1198,16.1198,16.1198,16.1198,16.1198,16.1198
2024-05-25 10:00:00+00:00,16.179985,16.179985,16.179985,16.179985,16.179985,16.179985
2024-05-25 11:00:00+00:00,16.394829,16.394829,16.394829,16.394829,16.394829,16.394829
2024-05-25 12:00:00+00:00,16.62249,16.62249,16.62249,16.62249,16.62249,16.62249
2024-05-25 13:00:00+00:00,17.076298,17.076298,17.076298,17.076298,17.076298,17.076298
2024-05-25 14:00:00+00:00,18.11841,18.11841,18.11841,18.11841,18.11841,18.11841
2024-05-25 15:00:00+00:00,18.58451,18.58451,18.58451,18.58451,18.58451,18.58451
2024-05-25 16:00:00+00:00,18.455048,18.455048,18.455048,18.455048,18.455048,18.455048
2024-05-25 17:00:00+00:00,18.214718,18.214718,18.214718,18.214718,18.214718,18.214718
2024-05-25 18:00:00+00:00,18.345877,18.345877,18.345877,18.345877,18.345877,18.345877
2024-05-25 19:00:00+00:00,19.48661,19.48661,19.48661,19.48661,19.48661,19.48661
2024-05-25 20:00:00+00:00,21.129885,21.129885,21.129885,21.129885,21.129885,21.129885
2024-05-25 21:00:00+00:00,22.461807,22.461807,22.461807,22.461807,22.461807,22.461807
2024-05-25 22:00:00+00:00,23.576563,23.576563,23.576563,23.576563,23.576563,23.576563
2024-05-25 23:00:00+00:00,24.336637,24.336637,24.336637,24.336637,24.336637,24.336637
2024-05-26 00:00:00+00:00,24.442911,24.442911,24.442911,24.442911,24.442911,24.442911
2024-05-26 01:00:00+00:00,23.441502,23.441502,23.441502,23.441502,23.441502,23.441502
2024-05-26 02:00:00+00:00,21.749481,21.749481,21.749481,21.749481,21.749481,21.749481
2024-05-26 03:00:00+00:00,20.082708,20.082708,20.082708,20.082708,20.082708,20.082708
2024-05-26 04:00:00+00:00,18.556595,18.556595,18.556595,18.556595,18.556595,18.556595
2024-05-26 05:00:00+00:00,17.447933,17.447933,17.447933,17.447933,17.447933,17.447933
2024-05-26 06:00:00+00:00,15.941944,15.941944,15.941944,15.941944,15.941944,15.941944
2024-05-26 07:00:00+00:00,14.007655,14.007655,14.007655,14.007655,14.007655,14.007655
2024-05-26 08:00:00+00:00,11.592895,11.592895,11.592895,11.592895,11.592895,11.592895
2024-05-26 09:00:00+00:00,10.163227,10.163227,10.163227,10.163227,10.163227,10.163227
2024-05-26 10:00:00+00:00,9.904906,9.904906,9.904906,9.904906,9.904906,9.904906
2024-05-26 11:00:00+00:00,10.390226,10.390226,10.390226,10.390226,10.390226,10.390226
2024-05-26 12:00:00+00:00,10.739833,10.739833,10.739833,10.739833,10.739833,10.739833
2024-05-26 13:00:00+00:00,10.829959,10.829959,10.829959,10.829959,10.829959,10.829959
2024-05-26 14:00:00+00:00,11.165805,11.165805,11.165805,11.165805,11.165805,11.165805
2024-05-26 15:00:00+00:00,11.440979,11.440979,11.440979,11.440979,11.440979,11.440979
2024-05-26 16:00:00+00:00,12.397806,12.397806,12.397806,12.397806,12.397806,12.397806
2024-05-26 17:00:00+00:00,13.202726,13.202726,13.202726,13.202726,13.202726,13.202726
2024-05-26 18:00:00+00:00,14.33234,14.33234,14.33234,14.33234,14.33234,14.33234
2024-05-26 19:00:00+00:00,15.509274,15.509274,15.509274,15.509274,15.509274,15.509274
2024-05-26 20:00:00+00:00,16.73516,16.73516,16.73516,16.73516,16.73516,16.73516
2024-05-26 21:00:00+00:00,17.208603,17.208603,17.208603,17.208603,17.208603,17.208603
2024-05-26 22:00:00+00:00,16.24394,16.24394,16.24394,16.24394,16.24394,16.24394
2024-05-26 23:00:00+00:00,14.205182,14.205182,14.205182,14.205182,14.205182,14.205182
2024-05-27 00:00:00+00:00,12.682018,12.682018,12.682018,12.682018,12.682018,12.682018
2024-05-27 01:00:00+00:00,11.252519,11.252519,11.252519,11.252519,11.252519,11.252519
2024-05-27 02:00:00+00:00,10.390226,10.390226,10.390226,10.390226,10.390226,10.390226
2024-05-27 03:00:00+00:00,9.565437,9.565437,9.565437,9.565437,9.565437,9.565437
2024-05-27 04:00:00+00:00,9.021574,9.021574,9.021574,9.021574,9.021574,9.021574
2024-05-27 05:00:00+00:00,9.220499,9.220499,9.220499,9.220499,9.220499,9.220499
2024-05-27 06:00:00+00:00,9.422101,9.422101,9.422101,9.422101,9.422101,9.422101
2024-05-27 07:00:00+00:00,9.422101,9.422101,9.422101,9.422101,9.422101,9.422101
2024-05-27 08:00:00+00:00,9.220499,9.220499,9.220499,9.220499,9.220499,9.220499
2024-05-27 09:00:00+00:00,8.78872,8.78872,8.78872,8.78872,8.78872,8.78872
2024-05-27 10:00:00+00:00,8.287822,8.287822,8.287822,8.287822,8.287822,8.287822
2024-05-27 11:00:00+00:00,7.9932966,7.9932966,7.9932966,7.9932966,7.9932966,7.9932966
2024-05-27 12:00:00+00:00,7.7043357,7.7043357,7.7043357,7.7043357,7.7043357,7.7043357
2024-05-27 13:00:00+00:00,7.928177,7.928177,7.928177,7.928177,7.928177,7.928177
2024-05-27 14:00:00+00:00,7.928177,7.928177,7.928177,7.928177,7.928177,7.928177
2024-05-27 15:00:00+00:00,8.714677,8.714677,8.714677,8.714677,8.714677,8.714677
2024-05-27 16:00:00+00:00,10.1887,10.1887,10.1887,10.1887,10.1887,10.1887
2024-05-27 17:00:00+00:00,12.397806,12.397806,12.397806,12.397806,12.397806,12.397806
2024-05-27 18:00:00+00:00,14.578888,14.578888,14.578888,14.578888,14.578888,14.578888
2024-05-27 19:00:00+00:00,16.862455,16.862455,16.862455,16.862455,16.862455,16.862455
2024-05-27 20:00:00+00:00,19.211996,19.211996,19.211996,19.211996,19.211996,19.211996
2024-05-27 21:00:00+00:00,20.898611,20.898611,20.898611,20.898611,20.898611,20.898611
2024-05-27 22:00:00+00:00,21.841648,21.841648,21.841648,21.841648,21.841648,21.841648
2024-05-27 23:00:00+00:00,21.746504,21.746504,21.746504,21.746504,21.746504,21.746504
2024-05-28 00:00:00+00:00,20.633371,20.633371,20.633371,20.633371,20.633371,20.633371
2024-05-28 01:00:00+00:00,17.873556,17.873556,17.873556,17.873556,17.873556,17.873556
2024-05-28 02:00:00+00:00,13.896187,13.896187,13.896187,13.896187,13.896187,13.896187
2024-05-28 03:00:00+00:00,10.787993,10.787993,10.787993,10.787993,10.787993,10.787993
2024-05-28 04:00:00+00:00,8.891343,8.891343,8.891343,8.891343,8.891343,8.891343
2024-05-28 05:00:00+00:00,7.9932966,7.9932966,7.9932966,7.9932966,7.9932966,7.9932966
2024-05-28 06:00:00+00:00,7.42159,7.42159,7.42159,7.42159,7.42159,7.42159
2024-05-28 07:00:00+00:00,7.653705,7.653705,7.653705,7.653705,7.653705,7.653705
2024-05-28 08:00:00+00:00,8.404285,8.404285,8.404285,8.404285,8.404285,8.404285
2024-05-28 09:00:00+00:00,8.913181,8.913181,8.913181,8.913181,8.913181,8.913181
2024-05-28 10:00:00+00:00,8.913181,8.913181,8.913181,8.913181,8.913181,8.913181
2024-05-28 11:00:00+00:00,8.654987,8.654987,8.654987,8.654987,8.654987,8.654987
2024-05-28 12:00:00+00:00,8.404285,8.404285,8.404285,8.404285,8.404285,8.404285
2024-05-28 13:00:00+00:00,8.287822,8.287822,8.287822,8.287822,8.287822,8.287822
2024-05-28 14:00:00+00:00,8.557102,8.557102,8.557102,8.557102,8.557102,8.557102
2024-05-28 15:00:00+00:00,8.905908,8.905908,8.905908,8.905908,8.905908,8.905908
2024-05-28 16:00:00+00:00,8.905908,8.905908,8.905908,8.905908,8.905908,8.905908
2024-05-28 17:00:00+00:00,8.766573,8.766573,8.766573,8.766573,8.766573,8.766573
2024-05-28 18:00:00+00:00,10.028439,10.028439,10.028439,10.028439,10.028439,10.028439
