time,temperature_2m (°C),relative_humidity_2m (%),precipitation (mm),pressure_msl (hPa),surface_pressure (hPa),cloud_cover (%),wind_speed_10m (km/h)
2023-09-02,18.120833333333334,78.20833333333333,0.0,1014.9125,1014.8125,43.625,10.275
2023-09-03,17.270833333333332,85.08333333333333,0.0,1017.4416666666666,1017.3416666666667,59.0,12.141666666666666
2023-09-04,15.983333333333334,87.83333333333333,0.0,1015.5541666666667,1015.4541666666668,70.25,15.545833333333334
2023-09-05,16.875,78.83333333333333,0.0,1012.3333333333334,1012.2333333333332,12.208333333333334,14.1875
2023-09-06,16.695833333333333,80.95833333333333,0.0,1014.2083333333334,1014.1083333333332,49.333333333333336,17.758333333333333
2023-09-07,15.9375,82.95833333333333,0.0,1014.9541666666668,1014.8541666666666,39.583333333333336,14.129166666666668
2023-09-08,16.5625,78.5,0.0,1016.3708333333334,1016.2708333333334,26.666666666666668,12.829166666666666
2023-09-09,15.862499999999999,82.58333333333333,0.0,1017.9083333333333,1017.8083333333334,12.458333333333334,14.379166666666668
2023-09-10,16.0625,80.0,0.0,1016.7666666666668,1016.6666666666666,27.666666666666668,15.083333333333334
2023-09-11,16.766666666666666,80.95833333333333,0.0,1015.375,1015.275,13.75,18.3
2023-09-12,16.341666666666665,81.5,0.0,1014.3416666666667,1014.2416666666667,26.208333333333332,17.916666666666668
2023-09-13,16.6125,84.45833333333333,0.0,1013.2958333333332,1013.1958333333333,43.791666666666664,15.237499999999999
2023-09-14,16.066666666666666,87.29166666666667,0.0,1013.5083333333333,1013.4083333333333,80.45833333333333,16.691666666666666
2023-09-15,16.670833333333334,85.70833333333333,0.0,1014.475,1014.375,71.95833333333333,14.695833333333333
2023-09-16,17.633333333333333,80.54166666666667,0.0,1015.0124999999999,1014.9125,75.45833333333333,15.15
2023-09-17,17.383333333333333,83.41666666666667,0.008333333333333333,1015.7624999999999,1015.6625,72.29166666666667,13.954166666666666
2023-09-18,17.337500000000002,82.04166666666667,0.004166666666666667,1015.9875000000001,1015.8874999999999,56.5,13.275
2023-09-19,15.733333333333334,85.91666666666667,0.0,1014.4583333333334,1014.3583333333332,60.166666666666664,14.254166666666668
2023-09-20,15.6625,82.54166666666667,0.0,1010.9083333333333,1010.8083333333334,30.416666666666668,18.066666666666666
2023-09-21,16.1125,76.91666666666667,0.0,1011.7791666666667,1011.6791666666667,11.833333333333334,15.0625
2023-09-22,15.891666666666666,79.41666666666667,0.0,1015.4583333333334,1015.3583333333332,16.875,11.450000000000001
2023-09-23,15.0875,80.91666666666667,0.0,1016.75,1016.65,35.0,12.404166666666667
2023-09-24,16.087500000000002,79.91666666666667,0.0,1016.6416666666668,1016.5416666666666,42.083333333333336,11.987499999999999
2023-09-25,18.2,69.45833333333333,0.0,1017.8166666666666,1017.7166666666667,33.25,15.2875
